,0,1,2,Act Enrl,Actv,Bldg/Rm,CRN,Course #,Course Title,Days,Instructor,Max Enrl,Seats Avail,Start - End,Time,Units
128,,,,0.0,LAB,REMOTE ONLY,13596.0,PHYS-196-08L,Undergraduate Thesis,,"Menke, Carrie",2.0,2,19-JAN 07-MAY,TBD-TBD,0.0
129,,,,1.0,LAB,REMOTE ONLY,13597.0,PHYS-196-09L,Undergraduate Thesis,,"Mitchell, Kevin",2.0,1,19-JAN 07-MAY,TBD-TBD,0.0
130,,,,1.0,LAB,REMOTE ONLY,13998.0,PHYS-196-10L,Undergraduate Thesis,,"Scheibner, Michael",3.0,2,19-JAN 07-MAY,TBD-TBD,0.0
131,,,,1.0,LAB,REMOTE ONLY,13999.0,PHYS-196-11L,Undergraduate Thesis,,"Sharping, Jay",3.0,2,19-JAN 07-MAY,TBD-TBD,0.0
132,,,,0.0,LAB,REMOTE ONLY,14000.0,PHYS-196-12L,Undergraduate Thesis,,"Strubbe, David",3.0,3,19-JAN 07-MAY,TBD-TBD,0.0
133,,,,0.0,LAB,REMOTE ONLY,14001.0,PHYS-196-13L,Undergraduate Thesis,,"Tian, Lin",3.0,3,19-JAN 07-MAY,TBD-TBD,0.0
134,,,,0.0,LAB,REMOTE ONLY,14002.0,PHYS-196-14L,Undergraduate Thesis,,"Winston, Roland",3.0,3,19-JAN 07-MAY,TBD-TBD,0.0
135,,,,2.0,LAB,REMOTE ONLY,14003.0,PHYS-196-15L,Undergraduate Thesis,,"Xu, Jing",3.0,1,19-JAN 07-MAY,TBD-TBD,0.0
136,,,,2.0,LAB,REMOTE ONLY,14715.0,PHYS-196-16L,Undergraduate Thesis,,"Beller, Daniel",3.0,1,19-JAN 07-MAY,TBD-TBD,0.0
137,,,,0.0,LAB,REMOTE ONLY,15664.0,PHYS-196-17L,Undergraduate Thesis,,"Dasbiswas, Kinjal",3.0,3,19-JAN 07-MAY,TBD-TBD,0.0
138,,,,0.0,LAB,REMOTE ONLY,15665.0,PHYS-196-18L,Undergraduate Thesis,,"Zimmerman, James",2.0,2,19-JAN 07-MAY,TBD-TBD,0.0
139,,,,0.0,LAB,REMOTE ONLY,16571.0,PHYS-196-19L,Undergraduate Thesis,,"Utter, Brian",3.0,3,19-JAN 07-MAY,TBD-TBD,0.0
140,,,,0.0,LAB,REMOTE ONLY,16573.0,PHYS-196-20L,Undergraduate Thesis,,"Nierenberg, Anna",3.0,3,19-JAN 07-MAY,TBD-TBD,0.0
141,,,,13.0,LECT,REMOTE ONLY,10567.0,PHYS-212-01,Statistical MechanicsMust Also Register for a Corresponding Discussion Section,MWF,"Chien, Chih-Chun",30.0,17,19-JAN 07-MAY,1:30-2:20pm,4.0
142,,,,,EXAM,REMOTE ONLY,,,Statistical MechanicsMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
143,,,,13.0,DISC,REMOTE ONLY,10568.0,PHYS-212-02D,Statistical Mechanics,F,"Chien, Chih-Chun",30.0,17,19-JAN 07-MAY,2:30-3:20pm,0.0
144,,,,8.0,LECT,REMOTE ONLY,15168.0,PHYS-230-01,Computation Model Bio SciMust Also Register for a Corresponding Discussion Section,TR,"Dasbiswas, Kinjal",24.0,16,19-JAN 07-MAY,10:30-11:45am,3.0
145,,,,,EXAM,REMOTE ONLY,,,Computation Model Bio SciMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,3:00-6:00pm,
146,,,,8.0,DISC,REMOTE ONLY,15169.0,PHYS-230-02D,Computation Model Bio Sci,R,"Dasbiswas, Kinjal",24.0,16,19-JAN 07-MAY,12:00-1:00pm,0.0
147,,,,12.0,LECT,REMOTE ONLY,10637.0,PHYS-237-01,Quantum Mechanics IMust Also Register for a Corresponding Discussion Section,MW,"Tian, Lin",24.0,12,19-JAN 07-MAY,2:30-3:45pm,4.0
148,,,,,EXAM,REMOTE ONLY,,,Quantum Mechanics IMust Also Register for a Corresponding Discussion Section,W,,,,12-MAY 12-MAY,8:00-11:00am,
149,,,,12.0,DISC,REMOTE ONLY,10638.0,PHYS-237-02D,Quantum Mechanics I,R,Staff,24.0,12,19-JAN 07-MAY,3:30-4:20pm,0.0
150,,,,0.0,LECT,REMOTE ONLY,14665.0,PHYS-243-01,Interdisc Comp Graduate EducMust Also Register for a Corresponding Lab Section,F,Staff,20.0,20,19-JAN 07-MAY,2:00-3:50pm,1.0
151,,,,,EXAM,REMOTE ONLY,,,Interdisc Comp Graduate EducMust Also Register for a Corresponding Lab Section,S,,,,08-MAY 08-MAY,11:30-2:30pm,
152,,,,0.0,LAB,REMOTE ONLY,14666.0,PHYS-243-02L,Interdisc Comp Graduate Educ,F,Staff,20.0,20,19-JAN 07-MAY,4:00-4:50pm,0.0
153,,,,10.0,LECT,REMOTE ONLY,16631.0,PHYS-274-01,Advanced Quantum Computing,MW,"Tian, Lin",24.0,14,19-JAN 07-MAY,4:30-5:45pm,3.0
154,,,,,EXAM,REMOTE ONLY,,,Advanced Quantum Computing,F,,,,14-MAY 14-MAY,3:00-6:00pm,
155,,,,11.0,LECT,REMOTE ONLY,16068.0,PHYS-280-01,Nonlinear DynamicsMust Also Register for a Corresponding Discussion Section,MW,"Mitchell, Kevin",30.0,19,19-JAN 07-MAY,10:30-11:45am,4.0
156,,,,,EXAM,REMOTE ONLY,,,Nonlinear DynamicsMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,8:00-11:00am,
157,,,,11.0,DISC,REMOTE ONLY,16069.0,PHYS-280-02D,Nonlinear Dynamics,F,Staff,30.0,19,19-JAN 07-MAY,12:30-1:30pm,0.0
158,,,,23.0,SEM,REMOTE ONLY,10094.0,PHYS-293-01,Physics Colloquium,F,"Beller, Daniel",90.0,67,19-JAN 07-MAY,10:30-11:50am,1.0
0,,,,99.0,LECT,REMOTE ONLY,10172.0,POLI-001-01,Intro to American PoliticsMust Also Register for a Corresponding Discussion Section,TR,"DeHart, Cameron",120.0,21,19-JAN 07-MAY,12:00-1:15pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Intro to American PoliticsMust Also Register for a Corresponding Discussion Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
2,,,,20.0,DISC,REMOTE ONLY,10173.0,POLI-001-02D,Intro to American Politics,F,"Lucero, Eddie",20.0,Closed,19-JAN 07-MAY,9:30-10:20am,0.0
3,,,,19.0,DISC,REMOTE ONLY,10174.0,POLI-001-03D,Intro to American Politics,F,"Lucero, Eddie",20.0,1,19-JAN 07-MAY,10:30-11:20am,0.0
4,,,,16.0,DISC,REMOTE ONLY,10175.0,POLI-001-04D,Intro to American Politics,F,"Moses, Dylan",20.0,4,19-JAN 07-MAY,11:30-12:20pm,0.0
5,,,,17.0,DISC,REMOTE ONLY,10428.0,POLI-001-05D,Intro to American Politics,F,"Moses, Dylan",20.0,3,19-JAN 07-MAY,12:30-1:20pm,0.0
6,,,,10.0,DISC,REMOTE ONLY,13610.0,POLI-001-06D,Intro to American Politics,F,"Westmark, April",20.0,10,19-JAN 07-MAY,4:30-5:20pm,0.0
7,,,,17.0,DISC,REMOTE ONLY,13611.0,POLI-001-07D,Intro to American Politics,F,"Westmark, April",20.0,3,19-JAN 07-MAY,2:30-3:20pm,0.0
8,,,,50.0,LECT,REMOTE ONLY,14127.0,POLI-003-01,Intro to Comparative PoliticsMust Also Register for a Corresponding Discussion Section,TR,"de Kadt, Daniel",60.0,10,19-JAN 07-MAY,10:30-11:45am,4.0
9,,,,,EXAM,REMOTE ONLY,,,Intro to Comparative PoliticsMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,3:00-6:00pm,
10,,,,11.0,DISC,REMOTE ONLY,14128.0,POLI-003-02D,Intro to Comparative Politics,R,"Giacoman, Jacqueline",15.0,4,19-JAN 07-MAY,7:30-8:20am,0.0
11,,,,13.0,DISC,REMOTE ONLY,14129.0,POLI-003-03D,Intro to Comparative Politics,R,"Giacoman, Jacqueline",15.0,2,19-JAN 07-MAY,8:30-9:20am,0.0
12,,,,12.0,DISC,REMOTE ONLY,14130.0,POLI-003-04D,Intro to Comparative Politics,R,"Maqsood, Neelum",15.0,3,19-JAN 07-MAY,5:30-6:20pm,0.0
13,,,,14.0,DISC,REMOTE ONLY,15247.0,POLI-003-05D,Intro to Comparative Politics,R,"Maqsood, Neelum",15.0,1,19-JAN 07-MAY,4:30-5:20pm,0.0
14,,,,50.0,LECT,REMOTE ONLY,10418.0,POLI-005-01,Intro to International RelatnsMust Also Register for a Corresponding Discussion Section,MWF,"Kim, Seungjun",60.0,10,19-JAN 07-MAY,8:30-9:20am,4.0
15,,,,,EXAM,REMOTE ONLY,,,Intro to International RelatnsMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
16,,,,25.0,DISC,REMOTE ONLY,13237.0,POLI-005-02D,Intro to International Relatns,F,"Cruz, Nicholas",30.0,5,19-JAN 07-MAY,11:30-12:20pm,0.0
17,,,,25.0,DISC,REMOTE ONLY,12899.0,POLI-005-03D,Intro to International Relatns,F,"Cruz, Nicholas",30.0,5,19-JAN 07-MAY,10:30-11:20am,0.0
18,,,,92.0,LECT,REMOTE ONLY,13116.0,POLI-010-01,Understanding Poli ControversyMust Also Register for a Corresponding Discussion Section,TR,"Trounstine, Jessica",100.0,8,19-JAN 07-MAY,12:00-1:15pm,4.0
19,,,,,EXAM,REMOTE ONLY,,,Understanding Poli ControversyMust Also Register for a Corresponding Discussion Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
20,,,,25.0,DISC,REMOTE ONLY,13117.0,POLI-010-02D,Understanding Poli Controversy,F,"Chen, Jung",25.0,Closed,19-JAN 07-MAY,12:30-1:20pm,0.0
21,,,,25.0,DISC,REMOTE ONLY,13118.0,POLI-010-03D,Understanding Poli Controversy,F,"Chen, Jung",25.0,Closed,19-JAN 07-MAY,1:30-2:20pm,0.0
22,,,,24.0,DISC,REMOTE ONLY,13612.0,POLI-010-04D,Understanding Poli Controversy,F,"Hu, Shengkuo",25.0,1,19-JAN 07-MAY,2:30-3:20pm,0.0
23,,,,18.0,DISC,REMOTE ONLY,13613.0,POLI-010-05D,Understanding Poli Controversy,F,"Hu, Shengkuo",25.0,7,19-JAN 07-MAY,3:30-4:20pm,0.0
24,,,,87.0,LECT,REMOTE ONLY,14597.0,POLI-101-01,The Presidency,TR,"DeHart, Cameron",85.0,-2,19-JAN 07-MAY,3:00-4:15pm,4.0
25,,,,,EXAM,REMOTE ONLY,,,The Presidency,M,,,,10-MAY 10-MAY,6:30-9:30pm,
26,,,,77.0,LECT,REMOTE ONLY,16430.0,POLI-111-01,Liberty & the Constitution,TR,"Hansford, Thomas",75.0,-2,19-JAN 07-MAY,9:00-10:15am,4.0
27,,,,,EXAM,REMOTE ONLY,,,Liberty & the Constitution,T,,,,11-MAY 11-MAY,3:00-6:00pm,
28,,,,77.0,LECT,REMOTE ONLY,16431.0,POLI-120-01,"Voting, Campaigns, & Elections",TR,"Hibbing, Matt",75.0,-2,19-JAN 07-MAY,1:30-2:45pm,4.0
29,,,,,EXAM,REMOTE ONLY,,,"Voting, Campaigns, & Elections",F,,,,14-MAY 14-MAY,11:30-2:30pm,
30,,,,25.0,LECT,REMOTE ONLY,16432.0,POLI-125-01,Public Opinion,MW,Staff,25.0,Closed,19-JAN 07-MAY,4:30-5:45pm,4.0
31,,,,,EXAM,REMOTE ONLY,,,Public Opinion,F,,,,14-MAY 14-MAY,3:00-6:00pm,
32,,,,59.0,LECT,REMOTE ONLY,14598.0,POLI-130-01,Institutions of Democracy,MWF,"Grimes, Collin",75.0,16,19-JAN 07-MAY,11:30-12:20pm,4.0
33,,,,,EXAM,REMOTE ONLY,,,Institutions of Democracy,F,,,,14-MAY 14-MAY,8:00-11:00am,
34,,,,75.0,LECT,REMOTE ONLY,16433.0,POLI-135-01,Poli Behavior Around the World,MWF,"Grimes, Collin",75.0,Closed,19-JAN 07-MAY,2:30-3:20pm,4.0
35,,,,,EXAM,REMOTE ONLY,,,Poli Behavior Around the World,W,,,,12-MAY 12-MAY,8:00-11:00am,
36,,,,59.0,LECT,REMOTE ONLY,16434.0,POLI-138-01,Poli of Poverty & Prosperity,MW,"Dasgupta, Aditya",75.0,16,19-JAN 07-MAY,4:30-5:45pm,4.0
37,,,,,EXAM,REMOTE ONLY,,,Poli of Poverty & Prosperity,F,,,,14-MAY 14-MAY,3:00-6:00pm,
38,,,,48.0,LECT,REMOTE ONLY,16435.0,POLI-142-01,Chinese Politics,MW,"Huang, Haifeng",75.0,27,19-JAN 07-MAY,4:30-5:45pm,4.0
39,,,,,EXAM,REMOTE ONLY,,,Chinese Politics,F,,,,14-MAY 14-MAY,3:00-6:00pm,
40,,,,25.0,LECT,REMOTE ONLY,16436.0,POLI-145-01,Political Violence,TR,Staff,25.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
41,,,,,EXAM,REMOTE ONLY,,,Political Violence,S,,,,08-MAY 08-MAY,3:00-6:00pm,
42,,,,73.0,LECT,REMOTE ONLY,15250.0,POLI-160-01,US Foreign Policy,MWF,"Kim, Seungjun",75.0,2,19-JAN 07-MAY,12:30-1:20pm,4.0
43,,,,,EXAM,REMOTE ONLY,,,US Foreign Policy,M,,,,10-MAY 10-MAY,3:00-6:00pm,
44,,,,51.0,LECT,REMOTE ONLY,16437.0,POLI-165-01,International Organizations,TR,"Kim, Seungjun",75.0,24,19-JAN 07-MAY,10:00-11:15am,4.0
45,,,,,EXAM,REMOTE ONLY,,,International Organizations,T,,,,11-MAY 11-MAY,3:00-6:00pm,
46,,,,56.0,LECT,REMOTE ONLY,16438.0,POLI-172-01,Games and Human Behavior,MW,"LeVeck, Brad",75.0,19,19-JAN 07-MAY,4:30-5:45pm,4.0
47,,,,,EXAM,REMOTE ONLY,,,Games and Human Behavior,F,,,,14-MAY 14-MAY,3:00-6:00pm,
48,,,,43.0,LECT,REMOTE ONLY,15251.0,POLI-190-01,Urban and Rural Politics,TR,"DeHart, Cameron",75.0,32,19-JAN 07-MAY,9:00-10:15am,4.0
49,,,,,EXAM,REMOTE ONLY,,,Urban and Rural Politics,T,,,,11-MAY 11-MAY,3:00-6:00pm,
50,,,,17.0,LECT,REMOTE ONLY,15252.0,POLI-190-02,Political Econ of Development,MWF,"Grimes, Collin",75.0,58,19-JAN 07-MAY,10:30-11:20am,4.0
51,,,,,EXAM,REMOTE ONLY,,,Political Econ of Development,S,,,,08-MAY 08-MAY,8:00-11:00am,
52,,,,26.0,LECT,REMOTE ONLY,15253.0,POLI-190-03,Everday Politics,MW,"Rizzo, Tesalia",75.0,49,19-JAN 07-MAY,4:30-5:45pm,4.0
53,,,,,EXAM,REMOTE ONLY,,,Everday Politics,F,,,,14-MAY 14-MAY,3:00-6:00pm,
54,,,,25.0,LECT,REMOTE ONLY,15516.0,POLI-190-04,How to become an Autocrat,TR,Staff,25.0,Closed,19-JAN 07-MAY,1:30-2:45pm,4.0
55,,,,,EXAM,REMOTE ONLY,,,How to become an Autocrat,F,,,,14-MAY 14-MAY,11:30-2:30pm,
56,,,,63.0,LECT,REMOTE ONLY,16439.0,POLI-190-05,State Legislative Simulation,R,"Monroe, Nathan",95.0,32,19-JAN 07-MAY,5:00-7:45pm,4.0
57,,,,,EXAM,REMOTE ONLY,,,State Legislative Simulation,W,,,,12-MAY 12-MAY,11:30-2:30pm,
58,,,,6.0,SEM,REMOTE ONLY,14599.0,POLI-194H-01,Honors Thesis Seminar,T,"Monroe, Nathan",12.0,6,19-JAN 07-MAY,12:30-3:15pm,4.0
59,,,,,EXAM,REMOTE ONLY,,,Honors Thesis Seminar,F,,,,14-MAY 14-MAY,3:00-6:00pm,
60,,,,1.0,SEM,REMOTE ONLY,10669.0,POLI-211-01,"Quant Analysis Poli Data, II",T,"Rizzo, Tesalia",12.0,11,19-JAN 07-MAY,12:00-2:45pm,4.0
61,,,,5.0,SEM,REMOTE ONLY,16440.0,POLI-213-01,Experimental Methods Poli Sci,W,"Denny, Elaine",12.0,7,19-JAN 07-MAY,10:30-1:15pm,4.0
62,,,,,EXAM,REMOTE ONLY,,,Experimental Methods Poli Sci,S,,,,08-MAY 08-MAY,8:00-11:00am,
63,,,,2.0,SEM,REMOTE ONLY,16441.0,POLI-223-01,Judicial Politics,M,"Hansford, Thomas",12.0,10,19-JAN 07-MAY,10:30-1:15pm,4.0
64,,,,,EXAM,REMOTE ONLY,,,Judicial Politics,S,,,,08-MAY 08-MAY,8:00-11:00am,
65,,,,4.0,SEM,REMOTE ONLY,16442.0,POLI-230-01,Institutions/al Change,R,"Dasgupta, Aditya",12.0,8,19-JAN 07-MAY,12:00-2:45pm,4.0
66,,,,2.0,SEM,REMOTE ONLY,16443.0,POLI-251-01,Political Cognition,W,"Hibbing, Matt",12.0,10,19-JAN 07-MAY,1:30-4:15pm,4.0
67,,,,,EXAM,REMOTE ONLY,,,Political Cognition,F,,,,14-MAY 14-MAY,8:00-11:00am,
68,,,,2.0,SEM,REMOTE ONLY,16444.0,POLI-269-01,Political Geography,R,"Sands, Melissa",12.0,10,19-JAN 07-MAY,9:00-11:45am,4.0
0,,,,167.0,LECT,REMOTE ONLY,10176.0,PSY-001-01,Introduction to Psychology,TR,"Mello, Daniel",295.0,128,19-JAN 07-MAY,9:30-11:20am,4.0
1,,,,,EXAM,REMOTE ONLY,,,Introduction to Psychology,M,,,,10-MAY 10-MAY,11:30-2:30pm,
2,,,,99.0,LECT,REMOTE ONLY,10430.0,PSY-001-02,Introduction to Psychology,MW,"Avilla, Ross",295.0,196,19-JAN 07-MAY,1:30-3:20pm,4.0
3,,,,,EXAM,REMOTE ONLY,,,Introduction to Psychology,S,,,,08-MAY 08-MAY,11:30-2:30pm,
4,,,,150.0,LECT,REMOTE ONLY,10651.0,PSY-010-01,Analysis of Psychological DataMust Also Register for a Corresponding Lab Section,TR,"Liu, Ren",150.0,Closed,19-JAN 07-MAY,11:30-1:20pm,5.0
5,,,,,EXAM,REMOTE ONLY,,,Analysis of Psychological DataMust Also Register for a Corresponding Lab Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
6,,,,25.0,LAB,REMOTE ONLY,14136.0,PSY-010-02L,Analysis of Psychological Data,M,Staff,25.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
7,,,,25.0,LAB,REMOTE ONLY,14137.0,PSY-010-03L,Analysis of Psychological Data,M,Staff,25.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
8,,,,25.0,LAB,REMOTE ONLY,14138.0,PSY-010-04L,Analysis of Psychological Data,W,Staff,25.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
9,,,,25.0,LAB,REMOTE ONLY,14139.0,PSY-010-05L,Analysis of Psychological Data,W,Staff,25.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
10,,,,25.0,LAB,REMOTE ONLY,14600.0,PSY-010-06L,Analysis of Psychological Data,F,Staff,25.0,Closed,19-JAN 07-MAY,10:30-11:20am,0.0
11,,,,25.0,LAB,REMOTE ONLY,14601.0,PSY-010-07L,Analysis of Psychological Data,F,Staff,25.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
12,,,,142.0,LECT,REMOTE ONLY,13269.0,PSY-010-20,Analysis of Psychological DataMust Also Register for a Corresponding Lab Section,TR,"Liu, Ren",150.0,8,19-JAN 07-MAY,4:00-5:50pm,5.0
13,,,,25.0,LAB,REMOTE ONLY,14140.0,PSY-010-21L,Analysis of Psychological Data,M,Staff,25.0,Closed,19-JAN 07-MAY,1:30-2:20pm,0.0
14,,,,23.0,LAB,REMOTE ONLY,14141.0,PSY-010-22L,Analysis of Psychological Data,M,Staff,25.0,2,19-JAN 07-MAY,2:30-3:20pm,0.0
15,,,,25.0,LAB,REMOTE ONLY,14142.0,PSY-010-23L,Analysis of Psychological Data,W,Staff,25.0,Closed,19-JAN 07-MAY,1:30-2:20pm,0.0
16,,,,23.0,LAB,REMOTE ONLY,14143.0,PSY-010-24L,Analysis of Psychological Data,W,Staff,25.0,2,19-JAN 07-MAY,2:30-3:20pm,0.0
17,,,,25.0,LAB,REMOTE ONLY,14602.0,PSY-010-25L,Analysis of Psychological Data,F,Staff,25.0,Closed,19-JAN 07-MAY,1:30-2:20pm,0.0
18,,,,21.0,LAB,REMOTE ONLY,14603.0,PSY-010-26L,Analysis of Psychological Data,F,Staff,25.0,4,19-JAN 07-MAY,2:30-3:20pm,0.0
19,,,,61.0,LECT,REMOTE ONLY,13239.0,PSY-015-01,Research Methods in Psych,MW,"Carroll, Paul",75.0,14,19-JAN 07-MAY,3:30-5:20pm,4.0
20,,,,,EXAM,REMOTE ONLY,,,Research Methods in Psych,R,,,,13-MAY 13-MAY,11:30-2:30pm,
21,,,,74.0,LECT,REMOTE ONLY,13119.0,PSY-015-02,Research Methods in Psych,MW,"Khislavsky, Alexander",75.0,1,19-JAN 07-MAY,9:30-11:20am,4.0
22,,,,,EXAM,REMOTE ONLY,,,Research Methods in Psych,W,,,,12-MAY 12-MAY,3:00-6:00pm,
23,,,,46.0,LECT,REMOTE ONLY,15257.0,PSY-015-03,Research Methods in Psych,MW,"Liu, Haiyan",115.0,69,19-JAN 07-MAY,9:30-11:20am,4.0
24,,,,,EXAM,REMOTE ONLY,,,Research Methods in Psych,W,,,,12-MAY 12-MAY,3:00-6:00pm,
25,,,,23.0,LECT,REMOTE ONLY,16445.0,PSY-105-01,Adv Research Methods in Psych,TR,"Vevea, Jack",75.0,52,19-JAN 07-MAY,11:00-12:15pm,4.0
26,,,,,EXAM,REMOTE ONLY,,,Adv Research Methods in Psych,S,,,,08-MAY 08-MAY,3:00-6:00pm,
27,,,,75.0,LECT,REMOTE ONLY,16234.0,PSY-120-01,Health Psychology,TR,"Epperson, Anna",75.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
28,,,,,EXAM,REMOTE ONLY,,,Health Psychology,S,,,,08-MAY 08-MAY,3:00-6:00pm,
29,,,,28.0,LECT,REMOTE ONLY,16474.0,PSY-120-04,Health Psychology,TR,Staff,25.0,-3,19-JAN 07-MAY,5:30-6:45pm,4.0
30,,,,,EXAM,REMOTE ONLY,,,Health Psychology,W,,,,12-MAY 12-MAY,11:30-2:30pm,
31,,,,75.0,LECT,REMOTE ONLY,14134.0,PSY-123-01,"Alcohol, Drugs, and Behavior",MWF,"Yancey, Robert",75.0,Closed,19-JAN 07-MAY,2:30-3:20pm,4.0
32,,,,,EXAM,REMOTE ONLY,,,"Alcohol, Drugs, and Behavior",W,,,,12-MAY 12-MAY,8:00-11:00am,
33,,,,75.0,LECT,REMOTE ONLY,16446.0,PSY-124-01,Health Disparities,MW,"Song, Anna",75.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
34,,,,,EXAM,REMOTE ONLY,,,Health Disparities,S,,,,08-MAY 08-MAY,8:00-11:00am,
35,,,,20.0,LECT,REMOTE ONLY,15258.0,PSY-125-02,"Cognition, Affect, and Health",TR,"Protogerou, Cleo",75.0,55,19-JAN 07-MAY,6:00-7:15pm,4.0
36,,,,,EXAM,REMOTE ONLY,,,"Cognition, Affect, and Health",W,,,,12-MAY 12-MAY,11:30-2:30pm,
37,,,,50.0,LECT,REMOTE ONLY,15259.0,PSY-125-03,"Cognition, Affect, and Health",TR,"Protogerou, Cleo",75.0,25,19-JAN 07-MAY,3:00-4:15pm,4.0
38,,,,,EXAM,REMOTE ONLY,,,"Cognition, Affect, and Health",M,,,,10-MAY 10-MAY,6:30-9:30pm,
39,,,,115.0,LECT,REMOTE ONLY,13270.0,PSY-130-01,Developmental Psychology,TR,"Isbell, Jason",115.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
40,,,,,EXAM,REMOTE ONLY,,,Developmental Psychology,T,,,,11-MAY 11-MAY,3:00-6:00pm,
41,,,,75.0,LECT,REMOTE ONLY,16237.0,PSY-130-02,Developmental Psychology,TR,"Isbell, Elif",75.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
42,,,,,EXAM,REMOTE ONLY,,,Developmental Psychology,S,,,,08-MAY 08-MAY,3:00-6:00pm,
43,,,,76.0,LECT,REMOTE ONLY,16238.0,PSY-130-03,Developmental Psychology,TR,"Isbell, Elif",75.0,-1,19-JAN 07-MAY,12:00-1:15pm,4.0
44,,,,,EXAM,REMOTE ONLY,,,Developmental Psychology,R,,,,13-MAY 13-MAY,8:00-11:00am,
45,,,,78.0,LECT,REMOTE ONLY,15260.0,PSY-134-01,Adolescent Development,TR,"Main, Alexandra",75.0,-3,19-JAN 07-MAY,9:00-10:15am,4.0
46,,,,,EXAM,REMOTE ONLY,,,Adolescent Development,T,,,,11-MAY 11-MAY,3:00-6:00pm,
47,,,,75.0,LECT,REMOTE ONLY,10178.0,PSY-140-01,Clinical Psychology,TR,"Khislavsky, Alexander",75.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
48,,,,,EXAM,REMOTE ONLY,,,Clinical Psychology,T,,,,11-MAY 11-MAY,3:00-6:00pm,
49,,,,75.0,LECT,REMOTE ONLY,15261.0,PSY-140-02,Clinical Psychology,MWF,"Yancey, Robert",75.0,Closed,19-JAN 07-MAY,1:30-2:20pm,4.0
50,,,,78.0,LECT,REMOTE ONLY,10419.0,PSY-142-01,Abnormal Psychology,TR,"Emory, Jason",75.0,-3,19-JAN 07-MAY,12:00-1:15pm,4.0
51,,,,,EXAM,REMOTE ONLY,,,Abnormal Psychology,R,,,,13-MAY 13-MAY,8:00-11:00am,
52,,,,76.0,LECT,REMOTE ONLY,13120.0,PSY-143-01,Abnormal Child Psychology,MWF,"Carroll, Paul",75.0,-1,19-JAN 07-MAY,1:30-2:20pm,4.0
53,,,,76.0,LECT,REMOTE ONLY,10177.0,PSY-145-01,Human Sexuality,MWF,"Avilla, Ross",75.0,-1,19-JAN 07-MAY,3:30-4:20pm,4.0
54,,,,,EXAM,REMOTE ONLY,,,Human Sexuality,R,,,,13-MAY 13-MAY,11:30-2:30pm,
55,,,,56.0,LECT,REMOTE ONLY,10575.0,PSY-151-01,Psy of Stereotype and Prejudic,TR,"Protogerou, Cleo",75.0,19,19-JAN 07-MAY,1:30-2:45pm,4.0
56,,,,,EXAM,REMOTE ONLY,,,Psy of Stereotype and Prejudic,F,,,,14-MAY 14-MAY,11:30-2:30pm,
57,,,,79.0,LECT,REMOTE ONLY,16239.0,PSY-151-02,Psy of Stereotype and Prejudic,MWF,"Mello, Daniel",75.0,-4,19-JAN 07-MAY,12:30-1:20pm,4.0
58,,,,,EXAM,REMOTE ONLY,,,Psy of Stereotype and Prejudic,M,,,,10-MAY 10-MAY,3:00-6:00pm,
59,,,,79.0,LECT,REMOTE ONLY,13241.0,PSY-152-01,Cultur/Racial/Ethnic Diversity,MWF,"Yancey, Robert",75.0,-4,19-JAN 07-MAY,3:30-4:20pm,4.0
60,,,,75.0,LECT,REMOTE ONLY,15262.0,PSY-152-02,Cultur/Racial/Ethnic Diversity,MWF,"Mello, Daniel",75.0,Closed,19-JAN 07-MAY,6:30-7:20pm,4.0
61,,,,,EXAM,REMOTE ONLY,,,Cultur/Racial/Ethnic Diversity,R,,,,13-MAY 13-MAY,3:00-6:00pm,
62,,,,79.0,LECT,REMOTE ONLY,16240.0,PSY-156-02,Social Psychology,TR,"Emory, Jason",75.0,-4,19-JAN 07-MAY,10:30-11:45am,4.0
63,,,,,EXAM,REMOTE ONLY,,,Social Psychology,S,,,,08-MAY 08-MAY,3:00-6:00pm,
64,,,,78.0,LECT,REMOTE ONLY,16241.0,PSY-157-01,Personal Relationships,MWF,"Avilla, Ross",75.0,-3,19-JAN 07-MAY,5:30-6:20pm,4.0
65,,,,,EXAM,REMOTE ONLY,,,Personal Relationships,R,,,,13-MAY 13-MAY,3:00-6:00pm,
